1.9531,6.5409
-0.74081,1.4384
1.1395,2.7251
1.5406,4.5919
-0.97802,1.2205
1.0471,2.8098
1.8756,6.4647
0.29417,1.6733
-1.2288,1.3257
-1.8455,2.3487
-1.2015,1.2567
0.14312,1.2667
-0.13483,1.4034
-0.27272,0.60646
0.29053,1.318
0.57018,2.4947
-1.1836,0.56977
0.39263,1.713
1.0409,3.1146
-3.4142,10.2
0.46755,2.064
0.669,1.8643
1.2334,3.5023
0.3729,1.3879
-0.073528,0.51357
-1.2968,1.8791
0.98644,2.9483
-0.84264,1.2842
1.2389,3.2394
-0.65756,0.5369
0.64789,2.0964
-0.38385,1.4508
0.79687,1.7296
-0.5547,0.81123
0.3815,1.6205
0.39929,1.6415
0.18428,1.1575
0.56555,1.6424
0.14444,0.33993
0.039335,0.98063
1.4466,5.052
-1.1312,1.5163
1.2969,3.2354
1.1807,3.2755
0.19871,1.1196
-0.47484,1.1314
-0.95417,0.62412
-0.81475,-0.0051007
-2.1078,3.6964
-1.7668,2.3876
-0.07469,0.83707
1.4996,6.0605
1.7868,5.8373
1.0989,2.9408
-0.56193,1.1614
0.41888,1.42
-1.069,1.0781
-1.6528,2.8009
-1.1539,1.8185
0.89968,2.4594
1.3496,4.3743
-0.45218,0.82287
0.96781,3.0367
0.94781,2.5339
0.69827,2.2858
0.16269,1.1526
0.85932,2.7053
-0.57952,0.50015
0.64623,2.4195
-0.69656,0.8601
-0.56463,1.1575
0.41298,1.7724
-0.20253,1.0365
0.54577,0.79644
-0.86394,1.1836
-0.014369,1.097
-0.80974,0.50851
-0.72579,0.41876
-0.078254,0.89196
2.3449,8.5795
-1.4969,1.6349
-0.63071,0.89931
-0.35766,0.36026
-1.7671,3.0562
0.043024,1.6429
0.13594,1.7525
-0.98487,0.5558
1.0142,3.577
0.67703,2.2676
-0.39206,1.6395
-0.050187,0.87798
-0.49198,-0.09988
1.0656,2.9457
2.512,9.3546
1.655,5.4637
-0.25419,0.94784
0.60401,1.399
-2.485,4.2179
-0.2417,1.0359
0.49868,1.4892
-1.1749,1.4128
0.55734,1.7702
-1.1535,1.2389
-0.25645,0.79584
1.5712,4.4766
-0.03147,1.9623
-2.4105,4.0434
-1.4855,1.237
-0.081607,0.99221
1.7769,5.7421
0.3409,0.57845
-0.12948,1.3551
0.43924,0.6464
0.0074179,1.4292
0.23447,1.7435
0.32372,0.93953
-0.98298,0.62095
0.72672,2.3222
0.049162,0.83352
1.3305,4.5488
0.11226,0.92858
1.5694,4.619
0.93929,2.6335
-0.4689,0.63106
0.29089,0.69121
0.25299,2.1992
0.77818,2.0426
0.36103,1.1704
0.28107,1.5401
0.37017,1.4778
-0.54171,1.5497
0.77463,1.8393
0.88484,2.2927
0.11385,1.2236
-0.96665,0.86273
0.59056,2.2527
-0.40924,0.5755
1.9075,6.5209
-0.7624,1.073
0.1992,1.5454
-0.15455,0.34026
-0.50025,0.05539
-0.45488,0.51536
2.7466,11.288
0.072404,0.69574
-0.16862,0.7538
-2.3442,4.0715
0.47855,1.7558
1.9343,6.0885
1.1756,3.738
-1.3466,1.4156
-0.8207,0.58946
-0.27795,0.74467
-1.5757,2.4589
0.3309,1.5836
-1.028,0.73054
-0.88978,1.3433
-0.46048,0.23859
0.77722,1.9478
-0.96704,1.1583
1.6306,4.6326
0.41276,1.9903
-0.28771,1.1334
-0.42491,0.78927
-0.67924,0.97346
-0.4025,0.30075
0.79633,2.7458
0.13875,1.0808
-0.7529,0.6454
0.088363,1.6695
1.0284,2.9221
-0.053317,1.8984
1.1651,3.6295
-0.1782,0.97691
2.1941,7.0122
-0.46788,0.62217
0.23368,1.2382
-1.7161,2.1661
2.6251,10.552
-0.22327,1.0065
1.2143,3.207
-1.6917,2.7018
-1.2412,1.3395
0.075703,0.60519
0.7063,1.6396
0.67781,2.3384
0.42783,1.4526
0.038004,0.52388
-0.57916,1.0408
-1.212,2.6406
-0.41905,1.159
-1.9509,2.3169
0.14085,1.3167
-0.41456,0.08135
0.013352,0.77468
-0.32314,0.47676
1.3897,3.447
-0.5349,1.0765
0.40418,0.96207
-0.63265,1.1217
-0.50817,0.76228
0.48923,2.0936
-0.29545,0.58283
1.0027,2.7172
-0.77514,1.1516
0.22297,2.1904
0.51614,1.3554
0.74532,1.405
0.2153,1.4914
-1.4791,1.7135
-0.37517,0.34989
-0.36829,0.56904
-1.0992,1.6106
1.8636,6.342
-0.73343,0.11875
-1.6976,2.7996
0.30164,1.1726
-0.11953,0.79219
-0.96948,1.1849
-0.48919,0.79433
0.33127,1.4976
-0.22669,0.11525
0.43242,1.3409
-0.73843,1.618
-1.4148,1.8157
-0.14487,0.90601
-0.062081,0.98513
-1.448,1.7141
0.025366,0.62972
0.2166,1.1699
0.23311,1.1044
1.8488,5.5156
-0.45752,0.97683
0.3295,1.268
-0.59439,0.94733
-2.1467,2.8094
